timestamp_unix,timestamp_iso,participant_full_id,pulse_rate_bpm,missing_value_reason
1746921600000,2025-05-11T00:00:00Z,1974-1-1-06,,device_not_recording
1746921660000,2025-05-11T00:01:00Z,1974-1-1-06,,device_not_recording
1746921720000,2025-05-11T00:02:00Z,1974-1-1-06,,device_not_recording
1746921780000,2025-05-11T00:03:00Z,1974-1-1-06,,device_not_recording
1746921840000,2025-05-11T00:04:00Z,1974-1-1-06,,device_not_recording
1746921900000,2025-05-11T00:05:00Z,1974-1-1-06,,device_not_recording
1746921960000,2025-05-11T00:06:00Z,1974-1-1-06,,device_not_recording
1746922020000,2025-05-11T00:07:00Z,1974-1-1-06,,device_not_recording
1746922080000,2025-05-11T00:08:00Z,1974-1-1-06,,device_not_recording
1746922140000,2025-05-11T00:09:00Z,1974-1-1-06,,device_not_recording
1746922200000,2025-05-11T00:10:00Z,1974-1-1-06,,device_not_recording
1746922260000,2025-05-11T00:11:00Z,1974-1-1-06,,device_not_recording
1746922320000,2025-05-11T00:12:00Z,1974-1-1-06,,device_not_recording
1746922380000,2025-05-11T00:13:00Z,1974-1-1-06,,device_not_recording
1746922440000,2025-05-11T00:14:00Z,1974-1-1-06,,device_not_recording
1746922500000,2025-05-11T00:15:00Z,1974-1-1-06,,device_not_recording
1746922560000,2025-05-11T00:16:00Z,1974-1-1-06,,device_not_recording
1746922620000,2025-05-11T00:17:00Z,1974-1-1-06,,device_not_recording
1746922680000,2025-05-11T00:18:00Z,1974-1-1-06,,device_not_recording
1746922740000,2025-05-11T00:19:00Z,1974-1-1-06,,device_not_recording
1746922800000,2025-05-11T00:20:00Z,1974-1-1-06,,device_not_recording
1746922860000,2025-05-11T00:21:00Z,1974-1-1-06,,device_not_recording
1746922920000,2025-05-11T00:22:00Z,1974-1-1-06,,device_not_recording
1746922980000,2025-05-11T00:23:00Z,1974-1-1-06,,device_not_recording
1746923040000,2025-05-11T00:24:00Z,1974-1-1-06,,device_not_recording
1746923100000,2025-05-11T00:25:00Z,1974-1-1-06,,device_not_recording
1746923160000,2025-05-11T00:26:00Z,1974-1-1-06,,device_not_recording
1746923220000,2025-05-11T00:27:00Z,1974-1-1-06,,device_not_recording
1746923280000,2025-05-11T00:28:00Z,1974-1-1-06,,device_not_recording
1746923340000,2025-05-11T00:29:00Z,1974-1-1-06,,device_not_recording
1746923400000,2025-05-11T00:30:00Z,1974-1-1-06,,device_not_recording
1746923460000,2025-05-11T00:31:00Z,1974-1-1-06,,device_not_recording
1746923520000,2025-05-11T00:32:00Z,1974-1-1-06,,device_not_recording
1746923580000,2025-05-11T00:33:00Z,1974-1-1-06,,device_not_recording
1746923640000,2025-05-11T00:34:00Z,1974-1-1-06,,device_not_recording
1746923700000,2025-05-11T00:35:00Z,1974-1-1-06,,device_not_recording
1746923760000,2025-05-11T00:36:00Z,1974-1-1-06,,device_not_recording
1746923820000,2025-05-11T00:37:00Z,1974-1-1-06,,device_not_recording
1746923880000,2025-05-11T00:38:00Z,1974-1-1-06,,device_not_recording
1746923940000,2025-05-11T00:39:00Z,1974-1-1-06,,device_not_recording
1746924000000,2025-05-11T00:40:00Z,1974-1-1-06,,device_not_recording
1746924060000,2025-05-11T00:41:00Z,1974-1-1-06,,device_not_recording
1746924120000,2025-05-11T00:42:00Z,1974-1-1-06,,device_not_recording
1746924180000,2025-05-11T00:43:00Z,1974-1-1-06,,device_not_recording
1746924240000,2025-05-11T00:44:00Z,1974-1-1-06,,device_not_recording
1746924300000,2025-05-11T00:45:00Z,1974-1-1-06,,device_not_recording
1746924360000,2025-05-11T00:46:00Z,1974-1-1-06,,device_not_recording
1746924420000,2025-05-11T00:47:00Z,1974-1-1-06,,device_not_recording
1746924480000,2025-05-11T00:48:00Z,1974-1-1-06,,device_not_recording
1746924540000,2025-05-11T00:49:00Z,1974-1-1-06,,device_not_recording
1746924600000,2025-05-11T00:50:00Z,1974-1-1-06,,device_not_recording
1746924660000,2025-05-11T00:51:00Z,1974-1-1-06,,device_not_recording
1746924720000,2025-05-11T00:52:00Z,1974-1-1-06,,device_not_recording
1746924780000,2025-05-11T00:53:00Z,1974-1-1-06,,device_not_recording
1746924840000,2025-05-11T00:54:00Z,1974-1-1-06,,device_not_recording
1746924900000,2025-05-11T00:55:00Z,1974-1-1-06,,device_not_recording
1746924960000,2025-05-11T00:56:00Z,1974-1-1-06,,device_not_recording
1746925020000,2025-05-11T00:57:00Z,1974-1-1-06,,device_not_recording
1746925080000,2025-05-11T00:58:00Z,1974-1-1-06,,device_not_recording
1746925140000,2025-05-11T00:59:00Z,1974-1-1-06,,device_not_recording
1746925200000,2025-05-11T01:00:00Z,1974-1-1-06,,device_not_recording
1746925260000,2025-05-11T01:01:00Z,1974-1-1-06,,device_not_recording
1746925320000,2025-05-11T01:02:00Z,1974-1-1-06,,device_not_recording
1746925380000,2025-05-11T01:03:00Z,1974-1-1-06,,device_not_recording
1746925440000,2025-05-11T01:04:00Z,1974-1-1-06,,device_not_recording
1746925500000,2025-05-11T01:05:00Z,1974-1-1-06,,device_not_recording
1746925560000,2025-05-11T01:06:00Z,1974-1-1-06,,device_not_recording
1746925620000,2025-05-11T01:07:00Z,1974-1-1-06,,device_not_recording
1746925680000,2025-05-11T01:08:00Z,1974-1-1-06,,device_not_recording
1746925740000,2025-05-11T01:09:00Z,1974-1-1-06,,device_not_recording
1746925800000,2025-05-11T01:10:00Z,1974-1-1-06,,device_not_recording
1746925860000,2025-05-11T01:11:00Z,1974-1-1-06,,device_not_recording
1746925920000,2025-05-11T01:12:00Z,1974-1-1-06,,device_not_recording
1746925980000,2025-05-11T01:13:00Z,1974-1-1-06,,device_not_recording
1746926040000,2025-05-11T01:14:00Z,1974-1-1-06,,device_not_recording
1746926100000,2025-05-11T01:15:00Z,1974-1-1-06,,device_not_recording
1746926160000,2025-05-11T01:16:00Z,1974-1-1-06,,device_not_recording
1746926220000,2025-05-11T01:17:00Z,1974-1-1-06,,device_not_recording
1746926280000,2025-05-11T01:18:00Z,1974-1-1-06,,device_not_recording
1746926340000,2025-05-11T01:19:00Z,1974-1-1-06,,device_not_recording
1746926400000,2025-05-11T01:20:00Z,1974-1-1-06,,device_not_recording
1746926460000,2025-05-11T01:21:00Z,1974-1-1-06,,device_not_recording
1746926520000,2025-05-11T01:22:00Z,1974-1-1-06,,device_not_recording
1746926580000,2025-05-11T01:23:00Z,1974-1-1-06,,device_not_recording
1746926640000,2025-05-11T01:24:00Z,1974-1-1-06,,device_not_recording
1746926700000,2025-05-11T01:25:00Z,1974-1-1-06,,device_not_recording
1746926760000,2025-05-11T01:26:00Z,1974-1-1-06,,device_not_recording
1746926820000,2025-05-11T01:27:00Z,1974-1-1-06,,device_not_recording
1746926880000,2025-05-11T01:28:00Z,1974-1-1-06,,device_not_recording
1746926940000,2025-05-11T01:29:00Z,1974-1-1-06,,device_not_recording
1746927000000,2025-05-11T01:30:00Z,1974-1-1-06,,device_not_recording
1746927060000,2025-05-11T01:31:00Z,1974-1-1-06,,device_not_recording
1746927120000,2025-05-11T01:32:00Z,1974-1-1-06,,device_not_recording
1746927180000,2025-05-11T01:33:00Z,1974-1-1-06,,device_not_recording
1746927240000,2025-05-11T01:34:00Z,1974-1-1-06,,device_not_recording
1746927300000,2025-05-11T01:35:00Z,1974-1-1-06,,device_not_recording
1746927360000,2025-05-11T01:36:00Z,1974-1-1-06,,device_not_recording
1746927420000,2025-05-11T01:37:00Z,1974-1-1-06,,device_not_recording
1746927480000,2025-05-11T01:38:00Z,1974-1-1-06,,device_not_recording
1746927540000,2025-05-11T01:39:00Z,1974-1-1-06,,device_not_recording
1746927600000,2025-05-11T01:40:00Z,1974-1-1-06,,device_not_recording
1746927660000,2025-05-11T01:41:00Z,1974-1-1-06,,device_not_recording
1746927720000,2025-05-11T01:42:00Z,1974-1-1-06,,device_not_recording
1746927780000,2025-05-11T01:43:00Z,1974-1-1-06,,device_not_recording
1746927840000,2025-05-11T01:44:00Z,1974-1-1-06,,device_not_recording
1746927900000,2025-05-11T01:45:00Z,1974-1-1-06,,device_not_recording
1746927960000,2025-05-11T01:46:00Z,1974-1-1-06,,device_not_recording
1746928020000,2025-05-11T01:47:00Z,1974-1-1-06,,device_not_recording
1746928080000,2025-05-11T01:48:00Z,1974-1-1-06,,device_not_recording
1746928140000,2025-05-11T01:49:00Z,1974-1-1-06,,device_not_recording
1746928200000,2025-05-11T01:50:00Z,1974-1-1-06,,device_not_recording
1746928260000,2025-05-11T01:51:00Z,1974-1-1-06,,device_not_recording
1746928320000,2025-05-11T01:52:00Z,1974-1-1-06,,device_not_recording
1746928380000,2025-05-11T01:53:00Z,1974-1-1-06,,device_not_recording
1746928440000,2025-05-11T01:54:00Z,1974-1-1-06,,device_not_recording
1746928500000,2025-05-11T01:55:00Z,1974-1-1-06,,device_not_recording
1746928560000,2025-05-11T01:56:00Z,1974-1-1-06,,device_not_recording
1746928620000,2025-05-11T01:57:00Z,1974-1-1-06,,device_not_recording
1746928680000,2025-05-11T01:58:00Z,1974-1-1-06,,device_not_recording
1746928740000,2025-05-11T01:59:00Z,1974-1-1-06,,device_not_recording
1746928800000,2025-05-11T02:00:00Z,1974-1-1-06,,device_not_recording
1746928860000,2025-05-11T02:01:00Z,1974-1-1-06,,device_not_recording
1746928920000,2025-05-11T02:02:00Z,1974-1-1-06,,device_not_recording
1746928980000,2025-05-11T02:03:00Z,1974-1-1-06,,device_not_recording
1746929040000,2025-05-11T02:04:00Z,1974-1-1-06,,device_not_recording
1746929100000,2025-05-11T02:05:00Z,1974-1-1-06,,device_not_recording
1746929160000,2025-05-11T02:06:00Z,1974-1-1-06,,device_not_recording
1746929220000,2025-05-11T02:07:00Z,1974-1-1-06,,device_not_recording
1746929280000,2025-05-11T02:08:00Z,1974-1-1-06,,device_not_recording
1746929340000,2025-05-11T02:09:00Z,1974-1-1-06,,device_not_recording
1746929400000,2025-05-11T02:10:00Z,1974-1-1-06,,device_not_recording
1746929460000,2025-05-11T02:11:00Z,1974-1-1-06,,device_not_recording
1746929520000,2025-05-11T02:12:00Z,1974-1-1-06,,device_not_recording
1746929580000,2025-05-11T02:13:00Z,1974-1-1-06,,device_not_recording
1746929640000,2025-05-11T02:14:00Z,1974-1-1-06,,device_not_recording
1746929700000,2025-05-11T02:15:00Z,1974-1-1-06,,device_not_recording
1746929760000,2025-05-11T02:16:00Z,1974-1-1-06,,device_not_recording
1746929820000,2025-05-11T02:17:00Z,1974-1-1-06,,device_not_recording
1746929880000,2025-05-11T02:18:00Z,1974-1-1-06,,device_not_recording
1746929940000,2025-05-11T02:19:00Z,1974-1-1-06,,device_not_recording
1746930000000,2025-05-11T02:20:00Z,1974-1-1-06,,device_not_recording
1746930060000,2025-05-11T02:21:00Z,1974-1-1-06,,device_not_recording
1746930120000,2025-05-11T02:22:00Z,1974-1-1-06,,device_not_recording
1746930180000,2025-05-11T02:23:00Z,1974-1-1-06,,device_not_recording
1746930240000,2025-05-11T02:24:00Z,1974-1-1-06,,device_not_recording
1746930300000,2025-05-11T02:25:00Z,1974-1-1-06,,device_not_recording
1746930360000,2025-05-11T02:26:00Z,1974-1-1-06,,device_not_recording
1746930420000,2025-05-11T02:27:00Z,1974-1-1-06,,device_not_recording
1746930480000,2025-05-11T02:28:00Z,1974-1-1-06,,device_not_recording
1746930540000,2025-05-11T02:29:00Z,1974-1-1-06,,device_not_recording
1746930600000,2025-05-11T02:30:00Z,1974-1-1-06,,device_not_recording
1746930660000,2025-05-11T02:31:00Z,1974-1-1-06,,device_not_recording
1746930720000,2025-05-11T02:32:00Z,1974-1-1-06,,device_not_recording
1746930780000,2025-05-11T02:33:00Z,1974-1-1-06,,device_not_recording
1746930840000,2025-05-11T02:34:00Z,1974-1-1-06,,device_not_recording
1746930900000,2025-05-11T02:35:00Z,1974-1-1-06,,device_not_recording
1746930960000,2025-05-11T02:36:00Z,1974-1-1-06,,device_not_recording
1746931020000,2025-05-11T02:37:00Z,1974-1-1-06,,device_not_recording
1746931080000,2025-05-11T02:38:00Z,1974-1-1-06,,device_not_recording
1746931140000,2025-05-11T02:39:00Z,1974-1-1-06,,device_not_recording
1746931200000,2025-05-11T02:40:00Z,1974-1-1-06,,device_not_recording
1746931260000,2025-05-11T02:41:00Z,1974-1-1-06,,device_not_recording
1746931320000,2025-05-11T02:42:00Z,1974-1-1-06,,device_not_recording
1746931380000,2025-05-11T02:43:00Z,1974-1-1-06,,device_not_recording
1746931440000,2025-05-11T02:44:00Z,1974-1-1-06,,device_not_recording
1746931500000,2025-05-11T02:45:00Z,1974-1-1-06,,device_not_recording
1746931560000,2025-05-11T02:46:00Z,1974-1-1-06,,device_not_recording
1746931620000,2025-05-11T02:47:00Z,1974-1-1-06,,device_not_recording
1746931680000,2025-05-11T02:48:00Z,1974-1-1-06,,device_not_recording
1746931740000,2025-05-11T02:49:00Z,1974-1-1-06,,device_not_recording
1746931800000,2025-05-11T02:50:00Z,1974-1-1-06,,device_not_recording
1746931860000,2025-05-11T02:51:00Z,1974-1-1-06,,device_not_recording
1746931920000,2025-05-11T02:52:00Z,1974-1-1-06,,device_not_recording
1746931980000,2025-05-11T02:53:00Z,1974-1-1-06,,device_not_recording
1746932040000,2025-05-11T02:54:00Z,1974-1-1-06,,device_not_recording
1746932100000,2025-05-11T02:55:00Z,1974-1-1-06,,device_not_recording
1746932160000,2025-05-11T02:56:00Z,1974-1-1-06,,device_not_recording
1746932220000,2025-05-11T02:57:00Z,1974-1-1-06,,device_not_recording
1746932280000,2025-05-11T02:58:00Z,1974-1-1-06,,device_not_recording
1746932340000,2025-05-11T02:59:00Z,1974-1-1-06,,device_not_recording
1746932400000,2025-05-11T03:00:00Z,1974-1-1-06,,device_not_recording
1746932460000,2025-05-11T03:01:00Z,1974-1-1-06,,device_not_recording
1746932520000,2025-05-11T03:02:00Z,1974-1-1-06,,device_not_recording
1746932580000,2025-05-11T03:03:00Z,1974-1-1-06,,device_not_recording
1746932640000,2025-05-11T03:04:00Z,1974-1-1-06,,device_not_recording
1746932700000,2025-05-11T03:05:00Z,1974-1-1-06,,device_not_recording
1746932760000,2025-05-11T03:06:00Z,1974-1-1-06,,device_not_recording
1746932820000,2025-05-11T03:07:00Z,1974-1-1-06,,device_not_recording
1746932880000,2025-05-11T03:08:00Z,1974-1-1-06,,device_not_recording
1746932940000,2025-05-11T03:09:00Z,1974-1-1-06,,device_not_recording
1746933000000,2025-05-11T03:10:00Z,1974-1-1-06,,device_not_recording
1746933060000,2025-05-11T03:11:00Z,1974-1-1-06,,device_not_recording
1746933120000,2025-05-11T03:12:00Z,1974-1-1-06,,device_not_recording
1746933180000,2025-05-11T03:13:00Z,1974-1-1-06,,device_not_recording
1746933240000,2025-05-11T03:14:00Z,1974-1-1-06,,device_not_recording
1746933300000,2025-05-11T03:15:00Z,1974-1-1-06,,device_not_recording
1746933360000,2025-05-11T03:16:00Z,1974-1-1-06,,device_not_recording
1746933420000,2025-05-11T03:17:00Z,1974-1-1-06,,device_not_recording
1746933480000,2025-05-11T03:18:00Z,1974-1-1-06,,device_not_recording
1746933540000,2025-05-11T03:19:00Z,1974-1-1-06,,device_not_recording
1746933600000,2025-05-11T03:20:00Z,1974-1-1-06,,device_not_recording
1746933660000,2025-05-11T03:21:00Z,1974-1-1-06,,device_not_recording
1746933720000,2025-05-11T03:22:00Z,1974-1-1-06,,device_not_recording
1746933780000,2025-05-11T03:23:00Z,1974-1-1-06,,device_not_recording
1746933840000,2025-05-11T03:24:00Z,1974-1-1-06,,device_not_recording
1746933900000,2025-05-11T03:25:00Z,1974-1-1-06,,device_not_recording
1746933960000,2025-05-11T03:26:00Z,1974-1-1-06,,device_not_recording
1746934020000,2025-05-11T03:27:00Z,1974-1-1-06,,device_not_recording
1746934080000,2025-05-11T03:28:00Z,1974-1-1-06,,device_not_recording
1746934140000,2025-05-11T03:29:00Z,1974-1-1-06,,device_not_recording
1746934200000,2025-05-11T03:30:00Z,1974-1-1-06,,device_not_recording
1746934260000,2025-05-11T03:31:00Z,1974-1-1-06,,device_not_recording
1746934320000,2025-05-11T03:32:00Z,1974-1-1-06,,device_not_recording
1746934380000,2025-05-11T03:33:00Z,1974-1-1-06,,device_not_recording
1746934440000,2025-05-11T03:34:00Z,1974-1-1-06,,device_not_recording
1746934500000,2025-05-11T03:35:00Z,1974-1-1-06,,device_not_recording
1746934560000,2025-05-11T03:36:00Z,1974-1-1-06,,device_not_recording
1746934620000,2025-05-11T03:37:00Z,1974-1-1-06,,device_not_recording
1746934680000,2025-05-11T03:38:00Z,1974-1-1-06,,device_not_recording
1746934740000,2025-05-11T03:39:00Z,1974-1-1-06,,device_not_recording
1746934800000,2025-05-11T03:40:00Z,1974-1-1-06,,device_not_recording
1746934860000,2025-05-11T03:41:00Z,1974-1-1-06,,device_not_recording
1746934920000,2025-05-11T03:42:00Z,1974-1-1-06,,device_not_recording
1746934980000,2025-05-11T03:43:00Z,1974-1-1-06,,device_not_recording
1746935040000,2025-05-11T03:44:00Z,1974-1-1-06,,device_not_recording
1746935100000,2025-05-11T03:45:00Z,1974-1-1-06,,device_not_recording
1746935160000,2025-05-11T03:46:00Z,1974-1-1-06,,device_not_recording
1746935220000,2025-05-11T03:47:00Z,1974-1-1-06,,device_not_recording
1746935280000,2025-05-11T03:48:00Z,1974-1-1-06,,device_not_recording
1746935340000,2025-05-11T03:49:00Z,1974-1-1-06,,device_not_recording
1746935400000,2025-05-11T03:50:00Z,1974-1-1-06,,device_not_recording
1746935460000,2025-05-11T03:51:00Z,1974-1-1-06,,device_not_recording
1746935520000,2025-05-11T03:52:00Z,1974-1-1-06,,device_not_recording
1746935580000,2025-05-11T03:53:00Z,1974-1-1-06,,device_not_recording
1746935640000,2025-05-11T03:54:00Z,1974-1-1-06,,device_not_recording
1746935700000,2025-05-11T03:55:00Z,1974-1-1-06,,device_not_recording
1746935760000,2025-05-11T03:56:00Z,1974-1-1-06,,device_not_recording
1746935820000,2025-05-11T03:57:00Z,1974-1-1-06,,device_not_recording
1746935880000,2025-05-11T03:58:00Z,1974-1-1-06,,device_not_recording
1746935940000,2025-05-11T03:59:00Z,1974-1-1-06,,device_not_recording
1746936000000,2025-05-11T04:00:00Z,1974-1-1-06,,device_not_recording
1746936060000,2025-05-11T04:01:00Z,1974-1-1-06,,device_not_recording
1746936120000,2025-05-11T04:02:00Z,1974-1-1-06,,device_not_recording
1746936180000,2025-05-11T04:03:00Z,1974-1-1-06,,device_not_recording
1746936240000,2025-05-11T04:04:00Z,1974-1-1-06,,device_not_recording
1746936300000,2025-05-11T04:05:00Z,1974-1-1-06,,device_not_recording
1746936360000,2025-05-11T04:06:00Z,1974-1-1-06,,device_not_recording
1746936420000,2025-05-11T04:07:00Z,1974-1-1-06,,device_not_recording
1746936480000,2025-05-11T04:08:00Z,1974-1-1-06,,device_not_recording
1746936540000,2025-05-11T04:09:00Z,1974-1-1-06,,device_not_recording
1746936600000,2025-05-11T04:10:00Z,1974-1-1-06,,device_not_recording
1746936660000,2025-05-11T04:11:00Z,1974-1-1-06,,device_not_recording
1746936720000,2025-05-11T04:12:00Z,1974-1-1-06,,device_not_recording
1746936780000,2025-05-11T04:13:00Z,1974-1-1-06,,device_not_recording
1746936840000,2025-05-11T04:14:00Z,1974-1-1-06,,device_not_recording
1746936900000,2025-05-11T04:15:00Z,1974-1-1-06,,device_not_recording
1746936960000,2025-05-11T04:16:00Z,1974-1-1-06,,device_not_recording
1746937020000,2025-05-11T04:17:00Z,1974-1-1-06,,device_not_recording
1746937080000,2025-05-11T04:18:00Z,1974-1-1-06,,device_not_recording
1746937140000,2025-05-11T04:19:00Z,1974-1-1-06,,device_not_recording
1746937200000,2025-05-11T04:20:00Z,1974-1-1-06,,device_not_recording
1746937260000,2025-05-11T04:21:00Z,1974-1-1-06,,device_not_recording
1746937320000,2025-05-11T04:22:00Z,1974-1-1-06,,device_not_recording
1746937380000,2025-05-11T04:23:00Z,1974-1-1-06,,device_not_recording
1746937440000,2025-05-11T04:24:00Z,1974-1-1-06,,device_not_recording
1746937500000,2025-05-11T04:25:00Z,1974-1-1-06,,device_not_recording
1746937560000,2025-05-11T04:26:00Z,1974-1-1-06,,device_not_recording
1746937620000,2025-05-11T04:27:00Z,1974-1-1-06,,device_not_recording
1746937680000,2025-05-11T04:28:00Z,1974-1-1-06,,device_not_recording
1746937740000,2025-05-11T04:29:00Z,1974-1-1-06,,device_not_recording
1746937800000,2025-05-11T04:30:00Z,1974-1-1-06,,device_not_recording
1746937860000,2025-05-11T04:31:00Z,1974-1-1-06,,device_not_recording
1746937920000,2025-05-11T04:32:00Z,1974-1-1-06,,device_not_recording
1746937980000,2025-05-11T04:33:00Z,1974-1-1-06,,device_not_recording
1746938040000,2025-05-11T04:34:00Z,1974-1-1-06,,device_not_recording
1746938100000,2025-05-11T04:35:00Z,1974-1-1-06,,device_not_recording
1746938160000,2025-05-11T04:36:00Z,1974-1-1-06,,device_not_recording
1746938220000,2025-05-11T04:37:00Z,1974-1-1-06,,device_not_recording
1746938280000,2025-05-11T04:38:00Z,1974-1-1-06,,device_not_recording
1746938340000,2025-05-11T04:39:00Z,1974-1-1-06,,device_not_recording
1746938400000,2025-05-11T04:40:00Z,1974-1-1-06,,device_not_recording
1746938460000,2025-05-11T04:41:00Z,1974-1-1-06,,device_not_recording
1746938520000,2025-05-11T04:42:00Z,1974-1-1-06,,device_not_recording
1746938580000,2025-05-11T04:43:00Z,1974-1-1-06,,device_not_recording
1746938640000,2025-05-11T04:44:00Z,1974-1-1-06,,device_not_recording
